"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030198","extracellular matrix organization","5/25","323/25730",0.0154798761609907,15.9318885448916,8.42193646301781,1.30648493859952e-05,0.00466593545330512,0.00259271109702886,"Cst3/Serpinh1/Matn2/Matn4/Timp3",5
"GO:0045229","external encapsulating structure organization","5/25","324/25730",0.0154320987654321,15.8827160493827,8.4073515526182,1.3260991568603e-05,0.00466593545330512,0.00259271109702886,"Cst3/Serpinh1/Matn2/Matn4/Timp3",5
"GO:0043062","extracellular structure organization","5/25","325/25730",0.0153846153846154,15.8338461538462,8.39283152066543,1.34594291922263e-05,0.00466593545330512,0.00259271109702886,"Cst3/Serpinh1/Matn2/Matn4/Timp3",5
"GO:0048545","response to steroid hormone","5/25","362/25730",0.0138121546961326,14.2154696132597,7.8970779514634,2.25978196539618e-05,0.00587543311003007,0.0032647902605329,"Per1/Fos/Klf9/Cpe/Mbp",5
"GO:0006979","response to oxidative stress","5/25","436/25730",0.0114678899082569,11.802752293578,7.09482289954876,5.48358070867566e-05,0.0106455276214703,0.00591537921476438,"Cst3/Fos/Apoe/Cpe/Prnp",5
"GO:0009636","response to toxic substance","4/25","240/25730",0.0166666666666667,17.1533333333333,7.84071218050467,8.00528077482392e-05,0.0106455276214703,0.00591537921476438,"Cst3/Fos/Apoe/Mbp",4
"GO:1900272","negative regulation of long-term synaptic potentiation","2/25","14/25730",0.142857142857143,147.028571428571,17.0440500020325,8.18886740113102e-05,0.0106455276214703,0.00591537921476438,"Apoe/Prnp",2
"GO:1903054","negative regulation of extracellular matrix organization","2/25","14/25730",0.142857142857143,147.028571428571,17.0440500020325,8.18886740113102e-05,0.0106455276214703,0.00591537921476438,"Cst3/Timp3",2
"GO:1902950","regulation of dendritic spine maintenance","2/25","16/25730",0.125,128.65,15.9282713055905,0.000107856462605212,0.0109626237399328,0.00609157938585336,"Apoe/Prnp",2
"GO:0048678","response to axon injury","3/25","97/25730",0.0309278350515464,31.8309278350515,9.48736036055795,0.000112473364915803,0.0109626237399328,0.00609157938585336,"Cst3/Matn2/Matn4",3
"GO:0035914","skeletal muscle cell differentiation","3/25","98/25730",0.0306122448979592,31.5061224489796,9.43585923703911,0.00011595082801852,0.0109626237399328,0.00609157938585336,"Egr1/Fos/Nr4a1",3
"GO:1901654","response to ketone","4/25","282/25730",0.0141843971631206,14.5985815602837,7.16084033206841,0.000149015344568526,0.0115120829142336,0.00639689627521683,"Fos/Klf9/Cpe/Mbp",4
"GO:0010715","regulation of extracellular matrix disassembly","2/25","19/25730",0.105263157894737,108.336842105263,14.5961656686898,0.000153421012825616,0.0115120829142336,0.00639689627521683,"Cst3/Timp3",2
"GO:1902430","negative regulation of amyloid-beta formation","2/25","20/25730",0.1,102.92,14.2198831686238,0.0001703662755494,0.0115120829142336,0.00639689627521683,"Apoe/Prnp",2
"GO:0033002","muscle cell proliferation","4/25","293/25730",0.0136518771331058,14.0505119453925,7.00649904926111,0.000172556091251379,0.0115120829142336,0.00639689627521683,"Egr1/Fos/Apoe/Timp3",4
"GO:0009743","response to carbohydrate","4/25","295/25730",0.0135593220338983,13.9552542372881,6.9793299599463,0.000177108967911286,0.0115120829142336,0.00639689627521683,"Cst3/Egr1/Cpe/Klf7",4
"GO:1902992","negative regulation of amyloid precursor protein catabolic process","2/25","21/25730",0.0952380952380952,98.0190476190476,13.8706468949923,0.000188187437234832,0.0115126432190721,0.00639720761869492,"Apoe/Prnp",2
"GO:0034249","negative regulation of amide metabolic process","2/25","26/25730",0.0769230769230769,79.1692307692308,12.4364036541774,0.000290376453716569,0.0158942900981701,0.00883194864766739,"Apoe/Prnp",2
"GO:0051043","regulation of membrane protein ectodomain proteolysis","2/25","26/25730",0.0769230769230769,79.1692307692308,12.4364036541774,0.000290376453716569,0.0158942900981701,0.00883194864766739,"Apoe/Timp3",2
"GO:0061448","connective tissue development","4/25","345/25730",0.0115942028985507,11.9327536231884,6.37563107149632,0.000321599068204668,0.0167057756425652,0.00928286521029177,"Zbtb16/Egr1/Serpinh1/Klf7",4
"GO:0097062","dendritic spine maintenance","2/25","28/25730",0.0714285714285714,73.5142857142857,11.9726912512593,0.000337328162013335,0.0167057756425652,0.00928286521029177,"Apoe/Prnp",2
"GO:0048511","rhythmic process","4/25","358/25730",0.0111731843575419,11.4994413407821,6.23882792253998,0.000369958741998434,0.0172549276755763,0.00958801143106417,"Per1/Egr1/Klf9/Kcna2",4
