"Annot","Term","Annotated","Significant","Pvalue","Padj","GeneID"
"GO:0030334","regulation of cell migration",1048,4,3.84363745590686e-05,0.0120594916909791,"Chst2,Col1a1,Col3a1,Fgf1"
"GO:2000145","regulation of cell motility",1109,4,4.80240130554868e-05,0.0120594916909791,"Chst2,Col1a1,Col3a1,Fgf1"
"GO:0040012","regulation of locomotion",1162,4,5.7700917181718e-05,0.0120594916909791,"Chst2,Col1a1,Col3a1,Fgf1"
"GO:0030199","collagen fibril organization",67,2,9.95221456574825e-05,0.0130421663893395,"Col1a1,Col3a1"
"GO:0040011","locomotion",1360,4,0.000106975668451595,0.0130421663893395,"Chst2,Col1a1,Col3a1,Fgf1"
"GO:0060350","endochondral bone morphogenesis",75,2,0.000124805419993679,0.0130421663893395,"Col1a1,Col3a1"
"GO:0007155","cell adhesion",1547,4,0.000177028840749808,0.0149071244317863,"Chst2,Col1a1,Col3a1,Mbp"
"GO:0071306","cellular response to vitamin E",1,1,0.000233190827827578,0.0149071244317863,"Col1a1"
"GO:0016477","cell migration",1685,4,0.000247004803769314,0.0149071244317863,"Chst2,Col1a1,Col3a1,Fgf1"
"GO:0009719","response to endogenous stimulus",1706,4,0.00025920518685812,0.0149071244317863,"Col1a1,Col3a1,Fgf1,Mbp"
"GO:0044344","cellular response to fibroblast growth factor stimulus",110,2,0.000268646868130083,0.0149071244317863,"Col1a1,Fgf1"
"GO:0060349","bone morphogenesis",117,2,0.00030387205999976,0.0149071244317863,"Col1a1,Col3a1"
"GO:0071774","response to fibroblast growth factor",118,2,0.000309079134949317,0.0149071244317863,"Col1a1,Fgf1"
"GO:0048870","cell motility",1980,4,0.000462137349393003,0.0194810456106781,"Chst2,Col1a1,Col3a1,Fgf1"
"GO:0071363","cellular response to growth factor stimulus",769,3,0.000497123970926395,0.0194810456106781,"Col1a1,Col3a1,Fgf1"
"GO:0070848","response to growth factor",801,3,0.000560287863959975,0.0200447274771961,"Col1a1,Col3a1,Fgf1"
"GO:0001568","blood vessel development",814,3,0.000587366177989845,0.0200447274771961,"Col1a1,Col3a1,Fgf1"
"GO:0030155","regulation of cell adhesion",846,3,0.00065760665548364,0.0200447274771961,"Chst2,Col1a1,Mbp"
"GO:0006950","response to stress",4288,5,0.000663001543899384,0.0200447274771961,"Chst2,Col1a1,Col3a1,Fgf1,Mlip"
"GO:0001944","vasculature development",852,3,0.000671354508805611,0.0200447274771961,"Col1a1,Col3a1,Fgf1"
"GO:0071230","cellular response to amino acid stimulus",195,2,0.000840162463548475,0.0213320481244193,"Col1a1,Col3a1"
"GO:0071229","cellular response to acid chemical",203,2,0.000909940648770635,0.0213320481244193,"Col1a1,Col3a1"
"GO:0043200","response to amino acid",239,2,0.00125751799216343,0.0213320481244193,"Col1a1,Col3a1"
"GO:0051216","cartilage development",239,2,0.00125751799216343,0.0213320481244193,"Col1a1,Col3a1"
"GO:0009725","response to hormone",1062,3,0.00127684217379242,0.0213320481244193,"Col1a1,Col3a1,Mbp"
"GO:0007167","enzyme-linked receptor protein signaling pathway",1066,3,0.00129087384710639,0.0213320481244193,"Col1a1,Col3a1,Fgf1"
"GO:0060348","bone development",253,2,0.00140743291581641,0.0213320481244193,"Col1a1,Col3a1"
"GO:0001101","response to acid chemical",254,2,0.00141845538601669,0.0213320481244193,"Col1a1,Col3a1"
"GO:0030324","lung development",255,2,0.0014295196858086,0.0213320481244193,"Col3a1,Fgf1"
"GO:0030323","respiratory tube development",258,2,0.00146296342799048,0.0213320481244193,"Col3a1,Fgf1"
"GO:0048705","skeletal system morphogenesis",268,2,0.00157715594783648,0.0220545256456835,"Col1a1,Col3a1"
"GO:0007605","sensory perception of sound",280,2,0.00171968242397292,0.0220545256456835,"Col1a1,Mbp"
"GO:0009887","animal organ morphogenesis",1188,3,0.00176774137680101,0.0220545256456835,"Col1a1,Col3a1,Fgf1"
"GO:0071560","cellular response to transforming growth factor beta stimulus",287,2,0.00180558277701725,0.0220545256456835,"Col1a1,Col3a1"
"GO:0060541","respiratory system development",290,2,0.00184301827455953,0.0220545256456835,"Col3a1,Fgf1"
"GO:0071559","response to transforming growth factor beta",296,2,0.0019190052497511,0.0222817831776656,"Col1a1,Col3a1"
"GO:0001894","tissue homeostasis",307,2,0.00206217096275297,0.022915642614785,"Col3a1,Mbp"
"GO:0060249","anatomical structure homeostasis",307,2,0.00206217096275297,0.022915642614785,"Col3a1,Mbp"
"GO:0050954","sensory perception of mechanical stimulus",319,2,0.00222402550915128,0.022915642614785,"Col1a1,Mbp"
"GO:0030198","extracellular matrix organization",323,2,0.00227928883925489,0.022915642614785,"Col1a1,Col3a1"
"GO:0045229","external encapsulating structure organization",324,2,0.0022932069685563,0.022915642614785,"Col1a1,Col3a1"
"GO:0043062","extracellular structure organization",325,2,0.00230716598994332,0.022915642614785,"Col1a1,Col3a1"
"GO:0007162","negative regulation of cell adhesion",327,2,0.00233520665574394,0.022915642614785,"Col1a1,Mbp"
"GO:0009653","anatomical structure morphogenesis",3026,4,0.00235245452599694,0.022915642614785,"Col1a1,Col3a1,Fgf1,Mbp"
"GO:0072359","circulatory system development",1316,3,0.00237588166439317,0.022915642614785,"Col1a1,Col3a1,Fgf1"
"GO:0048646","anatomical structure formation involved in morphogenesis",1333,3,0.0024654283674255,0.022915642614785,"Col1a1,Col3a1,Fgf1"
"GO:0009628","response to abiotic stimulus",1354,3,0.00257897854934133,0.022915642614785,"Col1a1,Col3a1,Fgf1"
"GO:0061448","connective tissue development",345,2,0.00259491327854823,0.022915642614785,"Col1a1,Col3a1"
"GO:0009790","embryo development",1372,3,0.0026789147021686,0.022927906825087,"Col1a1,Col3a1,Mbp"
"GO:0071495","cellular response to endogenous stimulus",1383,3,0.0027411823889547,0.022927906825087,"Col1a1,Col3a1,Fgf1"
"GO:0043588","skin development",361,2,0.00283681279718657,0.022927906825087,"Col1a1,Col3a1"
"GO:0048545","response to steroid hormone",362,2,0.00285227549020222,0.022927906825087,"Col1a1,Mbp"
"GO:0031589","cell-substrate adhesion",383,2,0.00318630134492231,0.0240513536175143,"Col1a1,Col3a1"
"GO:0051239","regulation of multicellular organismal process",3381,4,0.00357867844330975,0.025498083908582,"Col1a1,Fgf1,Mbp,Mlip"
"GO:0042060","wound healing",419,2,0.00380000359600293,0.0264733583854871,"Col3a1,Fgf1"
"GO:0048522","positive regulation of cellular process",6410,5,0.00455766259855831,0.0291597392785312,"Chst2,Col1a1,Col3a1,Fgf1,Mbp"
"GO:0009967","positive regulation of signal transduction",1733,3,0.00522666785519445,0.0319587057984927,"Col1a1,Col3a1,Fgf1"
"GO:0060537","muscle tissue development",522,2,0.0058375452533991,0.0330053147586159,"Col3a1,Fgf1"
"GO:0050896","response to stimulus",10946,6,0.0059231387519718,0.0330053147586159,"Chst2,Col1a1,Col3a1,Fgf1,Mbp,Mlip"
"GO:0022407","regulation of cell-cell adhesion",526,2,0.00592496109420714,0.0330053147586159,"Chst2,Mbp"
"GO:0043434","response to peptide hormone",533,2,0.00607941101904668,0.0330053147586159,"Col1a1,Col3a1"
"GO:0048518","positive regulation of biological process",6819,5,0.00610624643062113,0.0330053147586159,"Chst2,Col1a1,Col3a1,Fgf1,Mbp"
"GO:0001501","skeletal system development",586,2,0.00730918362947196,0.0351092928781485,"Col1a1,Col3a1"
"GO:0141124","intracellular signaling cassette",1967,3,0.00748193074410255,0.0351092928781485,"Col3a1,Fgf1,Mbp"
"GO:0051240","positive regulation of multicellular organismal process",1980,3,0.00762221502265325,0.0351092928781485,"Col1a1,Fgf1,Mbp"
"GO:0009611","response to wounding",600,2,0.0076516877948998,0.0351092928781485,"Col3a1,Fgf1"
"GO:0042592","homeostatic process",2027,3,0.00814297492796182,0.0354440156431624,"Col1a1,Col3a1,Mbp"
"GO:0030335","positive regulation of cell migration",621,2,0.00817914412059587,0.0354440156431624,"Col1a1,Fgf1"
"GO:1901700","response to oxygen-containing compound",2039,3,0.00827936809973076,0.0354440156431624,"Col1a1,Col3a1,Mbp"
"GO:0048583","regulation of response to stimulus",4311,4,0.00886487824353789,0.0357567934510894,"Col1a1,Col3a1,Fgf1,Mlip"
"GO:2000147","positive regulation of cell motility",649,2,0.0089078107695145,0.0357567934510894,"Col1a1,Fgf1"
"GO:0022008","neurogenesis",2099,3,0.00898252120164155,0.0357567934510894,"Col3a1,Fgf1,Mbp"
"GO:0010647","positive regulation of cell communication",2115,3,0.00917604120405671,0.0357567934510894,"Col1a1,Col3a1,Fgf1"
"GO:0023056","positive regulation of signaling",2115,3,0.00917604120405671,0.0357567934510894,"Col1a1,Col3a1,Fgf1"
"GO:0040017","positive regulation of locomotion",670,2,0.00947320339060396,0.0357567934510894,"Col1a1,Fgf1"
"GO:0007169","cell surface receptor protein tyrosine kinase signaling pathway",680,2,0.00974809142209117,0.0361919160656851,"Col1a1,Fgf1"
"GO:0048731","system development",4438,4,0.00986704967923775,0.0363920008757769,"Col1a1,Col3a1,Fgf1,Mbp"
"GO:0048514","blood vessel morphogenesis",701,2,0.0103371580743852,0.0372494144404571,"Col3a1,Fgf1"
"GO:0007507","heart development",720,2,0.0108838221210168,0.0384340278285281,"Col3a1,Fgf1"
"GO:0009888","tissue development",2289,3,0.0114476427855695,0.0394377583876489,"Col1a1,Col3a1,Fgf1"
"GO:0048729","tissue morphogenesis",745,2,0.011622796568472,0.0396059426545216,"Col3a1,Fgf1"
"GO:0000165","MAPK cascade",832,2,0.0143661329772398,0.0452641476217555,"Fgf1,Mbp"
"GO:0060322","head development",844,2,0.0147651582863433,0.0458146968855368,"Col1a1,Col3a1"
"GO:0050794","regulation of cellular process",12856,6,0.0155504468359255,0.0471020780972237,"Chst2,Col1a1,Col3a1,Fgf1,Mbp,Mlip"
"GO:0048589","developmental growth",876,2,0.0158533075237961,0.04767140515347,"Col3a1,Fgf1"
"GO:0048584","positive regulation of response to stimulus",2578,3,0.0159223526324412,0.04767140515347,"Col1a1,Col3a1,Fgf1"
"GO:0030154","cell differentiation",5107,4,0.0164870035037616,0.04767140515347,"Col1a1,Col3a1,Fgf1,Mbp"
"GO:0048869","cellular developmental process",5108,4,0.0164987159781547,0.04767140515347,"Col1a1,Col3a1,Fgf1,Mbp"
"GO:0043009","chordate embryonic development",898,2,0.0166215714693927,0.0477388334658204,"Col1a1,Col3a1"
"GO:0070887","cellular response to chemical stimulus",2640,3,0.0170005922450886,0.0482332540504207,"Col1a1,Col3a1,Fgf1"
"GO:0001816","cytokine production",913,2,0.0171547299094798,0.0482332540504207,"Col3a1,Mbp"
"GO:0009792","embryo development ending in birth or egg hatching",916,2,0.0172622662484201,0.0483189327578545,"Col1a1,Col3a1"
"GO:0007275","multicellular organism development",5197,4,0.0175643062401923,0.0483830723248007,"Col1a1,Col3a1,Fgf1,Mbp"
"GO:0022603","regulation of anatomical structure morphogenesis",958,2,0.0187992122902419,0.0503722483161609,"Fgf1,Mbp"
"GO:0050789","regulation of biological process",13279,6,0.0188849596729551,0.0503866796380548,"Chst2,Col1a1,Col3a1,Fgf1,Mbp,Mlip"
"GO:0007399","nervous system development",2794,3,0.0198648993218278,0.0513488870809898,"Col3a1,Fgf1,Mbp"
"GO:0098609","cell-cell adhesion",987,2,0.0198943835897436,0.0513488870809898,"Chst2,Mbp"
