"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Digestive system","mmu04974","Protein digestion and absorption","4/14","108/10644",0.037037037037037,28.1587301587302,10.2946805205477,9.27913777858251e-06,0.00040828206225763,0.000283257890083045,"12843/12836/12842/237759",4
"Cellular Processes","Cellular community - eukaryotes","mmu04510","Focal adhesion","4/14","202/10644",0.0198019801980198,15.0551626591231,7.31895594407965,0.000108571091991573,0.0023885640238146,0.00165713771987137,"12843/20750/12842/19878",4
"Environmental Information Processing","Signaling molecules and interaction","mmu04512","ECM-receptor interaction","3/14","89/10644",0.0337078651685393,25.6276083467095,8.46676565685674,0.000192444083235278,0.00282251322078407,0.00195820295221862,"12843/20750/12842",3
"Organismal Systems","Immune system","mmu04611","Platelet activation","3/14","126/10644",0.0238095238095238,18.1020408163265,7.00803148910744,0.000535947842914582,0.00589542627206041,0.00409012827487444,"12843/12842/19878",3
"Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer","3/14","204/10644",0.0147058823529412,11.1806722689076,5.32807964498269,0.00216038306107218,0.0190113709374352,0.0131897071097038,"12843/12842/19878",3
"Cellular Processes","Cell motility","mmu04820","Cytoskeleton in muscle cells","3/14","233/10644",0.0128755364806867,9.78908645003066,4.92271723408293,0.0031527922561634,0.0231204765451983,0.0160405220050419,"640524/12843/12842",3
"Human Diseases","Endocrine and metabolic disease","mmu04933","AGE-RAGE signaling pathway in diabetic complications","2/14","101/10644",0.0198019801980198,15.0551626591231,5.15043459311097,0.00753181732660647,0.0471485519913232,0.0327107178887171,"12843/12842",2
"Human Diseases","Infectious disease: parasitic","mmu05146","Amoebiasis","2/14","108/10644",0.0185185185185185,14.0793650793651,4.95781224367697,0.00857246399842241,0.0471485519913232,0.0327107178887171,"12843/12842",2
"Human Diseases","Infectious disease: viral","mmu05165","Human papillomavirus infection","3/14","359/10644",0.00835654596100279,6.3533625149224,3.74456304141776,0.0104998859465272,0.0494234294990267,0.03428898218832,"12843/20750/12842",3
"Environmental Information Processing","Signal transduction","mmu04151","PI3K-Akt signaling pathway","3/14","368/10644",0.00815217391304348,6.19798136645963,3.68278187020635,0.0112325976134152,0.0494234294990267,0.03428898218832,"12843/20750/12842",3
"Organismal Systems","Endocrine system","mmu04926","Relaxin signaling pathway","2/14","131/10644",0.0152671755725191,11.6074154852781,4.4331386301584,0.0124171973021476,0.0496687892085904,0.0344592078241417,"12843/12842",2
