"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048545","response to steroid hormone","3/5","362/25730",0.00828729281767956,42.646408839779,11.1251914392003,2.70467066627888e-05,0.00730261079895298,0.00162280239976733,"Hspa8/Klf9/Etnppl",3
"GO:0071385","cellular response to glucocorticoid stimulus","2/5","73/25730",0.0273972602739726,140.986301369863,16.6979361452679,7.89576014321734e-05,0.00875559410637191,0.00194568757919376,"Klf9/Etnppl",2
"GO:0071384","cellular response to corticosteroid stimulus","2/5","81/25730",0.0246913580246914,127.061728395062,15.8419745734893,9.72843789596879e-05,0.00875559410637191,0.00194568757919376,"Klf9/Etnppl",2
"GO:0051384","response to glucocorticoid","2/5","162/25730",0.0123456790123457,63.5308641975309,11.1306960431394,0.000389106030794299,0.0259200994179353,0.00576002209287452,"Klf9/Etnppl",2
"GO:0031960","response to corticosteroid","2/5","180/25730",0.0111111111111111,57.1777777777778,10.5444545713669,0.000480001841072877,0.0259200994179353,0.00576002209287452,"Klf9/Etnppl",2
"GO:0007519","skeletal muscle tissue development","2/5","213/25730",0.00938967136150235,48.3192488262911,9.66788777809694,0.000670987587591019,0.0259253678805415,0.00576119286234256,"Tsc22d3/Hspa8",2
"GO:0071383","cellular response to steroid hormone stimulus","2/5","225/25730",0.00888888888888889,45.7422222222222,9.39755572310854,0.000748208624237932,0.0259253678805415,0.00576119286234256,"Klf9/Etnppl",2
"GO:0060538","skeletal muscle organ development","2/5","228/25730",0.0087719298245614,45.140350877193,9.33329188214477,0.000768159048312342,0.0259253678805415,0.00576119286234256,"Tsc22d3/Hspa8",2
"GO:1901654","response to ketone","2/5","282/25730",0.00709219858156028,36.4964539007092,8.35605825813983,0.00117115337858884,0.027309682925379,0.00606881842786201,"Hspa8/Klf9",2
"GO:0097305","response to alcohol","2/5","348/25730",0.00574712643678161,29.5747126436782,7.48216597317263,0.00177551859336248,0.027309682925379,0.00606881842786201,"Hspa8/Klf9",2
"GO:0048511","rhythmic process","2/5","358/25730",0.00558659217877095,28.7486033519553,7.37096000830647,0.00187770699925997,0.027309682925379,0.00606881842786201,"Hspa8/Klf9",2
"GO:0044827","host-mediated perturbation of viral genome replication","1/5","10/25730",0.1,514.6,22.6468757233115,0.0019418978193434,0.027309682925379,0.00606881842786201,"Hspa8",1
"GO:0044829","host-mediated activation of viral genome replication","1/5","10/25730",0.1,514.6,22.6468757233115,0.0019418978193434,0.027309682925379,0.00606881842786201,"Hspa8",1
"GO:0016042","lipid catabolic process","2/5","366/25730",0.00546448087431694,28.120218579235,7.28523591358701,0.00196145588972118,0.027309682925379,0.00606881842786201,"Klf9/Etnppl",2
"GO:0034504","protein localization to nucleus","2/5","369/25730",0.00542005420054201,27.8915989159892,7.25379679375344,0.00199331885659702,0.027309682925379,0.00606881842786201,"Otud7b/Hspa8",2
"GO:0035871","protein K11-linked deubiquitination","1/5","11/25730",0.0909090909090909,467.818181818182,21.5891642310172,0.00213592155615905,0.027309682925379,0.00606881842786201,"Otud7b",1
"GO:0007517","muscle organ development","2/5","385/25730",0.00519480519480519,26.7324675324675,7.09225617987321,0.00216745661551126,0.027309682925379,0.00606881842786201,"Tsc22d3/Hspa8",2
"GO:0008300","isoprenoid catabolic process","1/5","12/25730",0.0833333333333333,428.833333333333,20.6664275196273,0.00232991511703706,0.027309682925379,0.00606881842786201,"Klf9",1
"GO:0042363","fat-soluble vitamin catabolic process","1/5","13/25730",0.0769230769230769,395.846153846154,19.8521797856984,0.00252387850549707,0.027309682925379,0.00606881842786201,"Klf9",1
"GO:1903332","regulation of protein folding","1/5","13/25730",0.0769230769230769,395.846153846154,19.8521797856984,0.00252387850549707,0.027309682925379,0.00606881842786201,"Hspa8",1
"GO:1903939","regulation of TORC2 signaling","1/5","13/25730",0.0769230769230769,395.846153846154,19.8521797856984,0.00252387850549707,0.027309682925379,0.00606881842786201,"Otud7b",1
"GO:0006924","activation-induced cell death of T cells","1/5","14/25730",0.0714285714285714,367.571428571429,19.1266841096055,0.00271781172505858,0.027309682925379,0.00606881842786201,"Tsc22d3",1
"GO:0050847","progesterone receptor signaling pathway","1/5","14/25730",0.0714285714285714,367.571428571429,19.1266841096055,0.00271781172505858,0.027309682925379,0.00606881842786201,"Klf9",1
