"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID"
"GO:0006883","intracellular sodium ion homeostasis",28,4,0.142857142857143,80.7619047619047,17.7750214113875,1.72263466212171e-07,1.87357027061238e-05,"Atp1a1,Atp1b3,Sgk1,Slc12a2"
"GO:0006814","sodium ion transport",258,7,0.0271317829457364,15.3385012919897,9.73845572094215,3.50459339534514e-07,2.96462641295122e-05,"Atp1a1,Atp1b3,Fxyd6,Sgk1,Slc12a2,Slc6a6,Slc9a9"
"GO:0035725","sodium ion transmembrane transport",185,6,0.0324324324324324,18.3351351351351,9.95716085431694,9.11661923232238e-07,6.30980555352252e-05,"Atp1a1,Atp1b3,Fxyd6,Slc12a2,Slc6a6,Slc9a9"
"GO:0055078","sodium ion homeostasis",45,4,0.0888888888888889,50.2518518518519,13.9185059297568,1.22606387748781e-06,8.00094256052046e-05,"Atp1a1,Atp1b3,Sgk1,Slc12a2"
"GO:0098739","import across plasma membrane",212,6,0.0283018867924528,16,9.22754934224444,2.01225512044514e-06,0.000114899767377417,"Atp1a1,Atp1b3,Slc12a2,Slc6a6,Slc7a5,Slc9a9"
"GO:0030007","intracellular potassium ion homeostasis",16,3,0.1875,106,17.6845675405505,2.87271762232666e-06,0.000139570465839986,"Atp1a1,Atp1b3,Slc12a2"
"GO:0032868","response to insulin",356,7,0.0196629213483146,11.1161048689139,8.08464269945226,2.99428757712755e-06,0.000139570465839986,"Col1a1,Egr2,Errfi1,Insig1,Klf15,Prkcq,Sgk1"
"GO:0048545","response to steroid hormone",356,7,0.0196629213483146,11.1161048689139,8.08464269945226,2.99428757712755e-06,0.000139570465839986,"Atp1a1,Cdkn1a,Col1a1,Errfi1,Hspa8,Klf9,Sgk1"
"GO:0008202","steroid metabolic process",366,7,0.0191256830601093,10.8123861566485,7.95268814838426,3.59250881969147e-06,0.000154816795173119,"Atp1a1,Errfi1,Hmgcr,Insig1,Ldlr,Pmp22,Tiparp"
"GO:0055093","response to hyperoxia",19,3,0.157894736842105,89.2631578947368,16.2003360683746,4.95224336867549e-06,0.000198437260597453,"Cdkn1a,Col1a1,Slc7a5"
