"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID"
"GO:1903697","negative regulation of microvillus assembly",1,1,1,14416,120.06248373243,6.93673695892905e-05,0.00379786348501365,"Rap1gap"
"GO:1904441","regulation of thyroid gland epithelial cell proliferation",1,1,1,14416,120.06248373243,6.93673695892905e-05,0.00379786348501365,"Rap1gap"
"GO:1904442","negative regulation of thyroid gland epithelial cell proliferation",1,1,1,14416,120.06248373243,6.93673695892905e-05,0.00379786348501365,"Rap1gap"
"GO:1990789","thyroid gland epithelial cell proliferation",1,1,1,14416,120.06248373243,6.93673695892905e-05,0.00379786348501365,"Rap1gap"
"GO:0003406","retinal pigment epithelium development",10,1,0.1,1441.6,37.949309940025,0.000693565425919029,0.0138082571160243,"Cldn19"
"GO:0019227","neuronal action potential propagation",12,1,0.0833333333333333,1201.33333333333,34.6392141807136,0.000832249639109994,0.0151877655429376,"Cldn19"
"GO:0098870","action potential propagation",13,1,0.0769230769230769,1108.92307692308,33.2785473639405,0.000901588136705822,0.0151877655429376,"Cldn19"
"GO:0032530","regulation of microvillus organization",15,1,0.0666666666666667,961.066666666667,30.9774145234126,0.00104025791389983,0.0151877655429376,"Rap1gap"
"GO:0030033","microvillus assembly",19,1,0.0526315789473684,758.736842105263,27.5184199658139,0.00131756859629495,0.0180342201617871,"Rap1gap"
"GO:0016338","calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules",25,1,0.04,576.64,23.9825016062893,0.00173346243990424,0.0210904596855016,"Cldn19"
"GO:0032528","microvillus organization",27,1,0.037037037037037,533.925925925926,23.0747667893929,0.00187207447311222,0.021578121558504,"Rap1gap"
"GO:0030878","thyroid gland development",35,1,0.0285714285714286,411.885714285714,20.258345359016,0.00242642636596579,0.0253041606736433,"Rap1gap"
"GO:0070633","transepithelial transport",38,1,0.0263157894736842,379.368421052632,19.4391920540336,0.0026342686267955,0.0255034957054434,"Cldn19"
"GO:0070293","renal absorption",42,1,0.0238095238095238,343.238095238095,18.4864998915955,0.0029113579572424,0.0255034957054434,"Cldn19"
"GO:0120033","negative regulation of plasma membrane bounded cell projection assembly",42,1,0.0238095238095238,343.238095238095,18.4864998915955,0.0029113579572424,0.0255034957054434,"Rap1gap"
"GO:0061045","negative regulation of wound healing",71,1,0.0140845070422535,203.042253521127,14.1968474876366,0.00491910433225817,0.0384744231701621,"Cldn19"
"GO:0050766","positive regulation of phagocytosis",87,1,0.0114942528735632,165.701149425287,12.8143809167837,0.00602596031040248,0.042822848558084,"Rap1gap"
"GO:0045665","negative regulation of neuron differentiation",93,1,0.010752688172043,155.010752688172,12.3902258027278,0.00644087250624414,0.042822848558084,"Rap1gap"
"GO:0070830","bicellular tight junction assembly",94,1,0.0106382978723404,153.36170212766,12.3234980885472,0.00651001611788649,0.042822848558084,"Cldn19"
"GO:1903035","negative regulation of response to wounding",96,1,0.0104166666666667,150.166666666667,12.1931740645631,0.00664829612317286,0.042822848558084,"Cldn19"
"GO:0120192","tight junction assembly",100,1,0.01,144.16,11.9443161628471,0.00692482726175236,0.0433296334378219,"Cldn19"
"GO:0043297","apical junction assembly",104,1,0.00961538461538462,138.615384615385,11.7099082300255,0.00720131990434081,0.0438080294180732,"Cldn19"
"GO:0120193","tight junction organization",108,1,0.00925925925925926,133.481481481481,11.4886004121198,0.00747777405093819,0.044260338301499,"Cldn19"
"GO:0019226","transmission of nerve impulse",113,1,0.00884955752212389,127.575221238938,11.2286046195622,0.00782328759919815,0.0450868416901156,"Cldn19"
"GO:0050764","regulation of phagocytosis",119,1,0.00840336134453781,121.142857142857,10.9384221618038,0.00823782445912857,0.0462585527320297,"Rap1gap"
"GO:0061041","regulation of wound healing",132,1,0.00757575757575758,109.212121212121,10.3787358120284,0.00913569051471486,0.0483561785339464,"Cldn19"
"GO:1901890","positive regulation of cell junction assembly",134,1,0.00746268656716418,107.582089552239,10.2999079541365,0.00927378766404452,0.0483561785339464,"Cldn19"
"GO:0003014","renal system process",141,1,0.00709219858156028,102.241134751773,10.0372848106302,0.00975705189771581,0.0496928922232503,"Cldn19"
"GO:0043547","positive regulation of GTPase activity",145,1,0.00689655172413793,99.4206896551724,9.89578766475604,0.0100331499563977,0.0499377236466158,"Rap1gap"
"GO:0035270","endocrine system development",155,1,0.00645161290322581,93.0064516129032,9.5662076196343,0.010723226683142,0.0521669080012416,"Rap1gap"
"GO:0007601","visual perception",163,1,0.00613496932515337,88.4417177914111,9.32456842702152,0.0112751148325785,0.0521669080012416,"Cldn19"
"GO:0050953","sensory perception of light stimulus",167,1,0.00598802395209581,86.3233532934132,9.21027733268923,0.0115510011633103,0.0521669080012416,"Cldn19"
"GO:0007043","cell-cell junction assembly",172,1,0.00581395348837209,83.8139534883721,9.07302647629568,0.011895804941738,0.0521669080012416,"Cldn19"
"GO:0050680","negative regulation of epithelial cell proliferation",172,1,0.00581395348837209,83.8139534883721,9.07302647629568,0.011895804941738,0.0521669080012416,"Rap1gap"
"GO:1903034","regulation of response to wounding",177,1,0.00564971751412429,81.4463276836158,8.94159881019979,0.01224054857018,0.0525623556248905,"Cldn19"
"GO:0001508","action potential",186,1,0.00537634408602151,77.505376344086,8.71844362903449,0.0128609355234115,0.0541643246082138,"Cldn19"
"GO:0045807","positive regulation of endocytosis",199,1,0.0050251256281407,72.4422110552764,8.42307229549534,0.0137567059534937,0.0553221562209591,"Rap1gap"
"GO:0043087","regulation of GTPase activity",208,1,0.00480769230769231,69.3076923076923,8.23490605484946,0.0143766165188376,0.0553221562209591,"Rap1gap"
"GO:0060041","retina development in camera-type eye",217,1,0.00460829493087558,66.4331797235023,8.05848769005858,0.0149963321982278,0.0553221562209591,"Cldn19"
"GO:0120032","regulation of plasma membrane bounded cell projection assembly",218,1,0.00458715596330275,66.1284403669725,8.0395579188887,0.0150651774659407,0.0553221562209591,"Rap1gap"
"GO:0031345","negative regulation of cell projection organization",220,1,0.00454545454545455,65.5272727272727,8.00208336979673,0.0152028607833681,0.0553221562209591,"Rap1gap"
"GO:0060491","regulation of cell projection assembly",221,1,0.00452488687782805,65.2307692307692,7.98353568833423,0.0152716988330825,0.0553221562209591,"Rap1gap"
"GO:0051345","positive regulation of hydrolase activity",223,1,0.00448430493273543,64.6457399103139,7.94681242381646,0.0154093677145137,0.0553221562209591,"Rap1gap"
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules",232,1,0.00431034482758621,62.1379310344828,7.78743156708359,0.0160287585839805,0.0564964302210511,"Cldn19"
"GO:0006909","phagocytosis",236,1,0.00423728813559322,61.0847457627119,7.71951676719474,0.0163039808588694,0.0564964302210511,"Rap1gap"
"GO:0045216","cell-cell junction organization",239,1,0.00418410041841004,60.3179916317992,7.66969434120827,0.0165103723020423,0.0564964302210511,"Cldn19"
"GO:0051056","regulation of small GTPase mediated signal transduction",245,1,0.00408163265306122,58.8408163265306,7.57278618267528,0.0169230902264029,0.0566103174659036,"Rap1gap"
"GO:0045664","regulation of neuron differentiation",247,1,0.00404858299595142,58.3643724696356,7.54126418248781,0.0170606436198614,0.0566103174659036,"Rap1gap"
"GO:1901888","regulation of cell junction assembly",311,1,0.00321543408360129,46.3536977491961,6.69781351343425,0.0214572707397249,0.0701364521193994,"Cldn19"
"GO:0030336","negative regulation of cell migration",328,1,0.00304878048780488,43.9512195121951,6.51601456083911,0.0226234682878301,0.0718049210874608,"Cldn19"
"GO:0022409","positive regulation of cell-cell adhesion",334,1,0.0029940119760479,43.1616766467066,6.4551515854414,0.0230349014084954,0.0720663344065785,"Rap1gap"
"GO:2000146","negative regulation of cell motility",344,1,0.00290697674418605,41.906976744186,6.35723337180212,0.023720430796315,0.0721496436721249,"Cldn19"
"GO:0030100","regulation of endocytosis",352,1,0.00284090909090909,40.9545454545455,6.28188617917642,0.0242686810746126,0.072720808027894,"Rap1gap"
"GO:0040013","negative regulation of locomotion",362,1,0.00276243093922652,39.8232044198895,6.19119467404565,0.0249537773825352,0.0728650299570029,"Cldn19"
"GO:0042060","wound healing",403,1,0.00248138957816377,35.7717121588089,5.85491152701963,0.027760156772613,0.0797046264374866,"Cldn19"
"GO:0051336","regulation of hydrolase activity",424,1,0.00235849056603774,34,5.7016304899013,0.0291960043009261,0.0807849587079953,"Rap1gap"
"GO:0043010","camera-type eye development",425,1,0.00235294117647059,33.92,5.69461195632379,0.0292643515267571,0.0807849587079953,"Cldn19"
"GO:0032102","negative regulation of response to external stimulus",429,1,0.00233100233100233,33.6037296037296,5.66677998846921,0.0295377163700851,0.0807849587079953,"Cldn19"
"GO:0050678","regulation of epithelial cell proliferation",434,1,0.00230414746543779,33.2165898617512,5.63252444597581,0.0298793682892585,0.0807849587079953,"Rap1gap"
"GO:0007264","small GTPase-mediated signal transduction",440,1,0.00227272727272727,32.7636363636364,5.59217933433237,0.0302892711942854,0.0808945169701036,"Rap1gap"
"GO:0001654","eye development",475,1,0.00210526315789474,30.3494736842105,5.37204337354415,0.0326786451690171,0.0847228849508334,"Cldn19"
"GO:0150063","visual system development",478,1,0.00209205020920502,30.1589958158996,5.35428980562376,0.0328833115105974,0.0847228849508334,"Cldn19"
"GO:0048880","sensory system development",485,1,0.00206185567010309,29.7237113402062,5.31349652341071,0.0333607820976399,0.084953619527711,"Cldn19"
