"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Excretory system","mmu04960","Aldosterone-regulated sodium reabsorption","3/31","38/10637",0.0789473684210526,27.0891341256367,8.70990097813968,0.000176467555591246,0.00801042637639899,0.00524907688659118,"11928/11933/20393",3
NA,NA,"mmu04517","IgSF CAM signaling","6/31","300/10637",0.02,6.86258064516129,5.56860481992686,0.000194337729602506,0.00801042637639899,0.00524907688659118,"94332/235379/18858/18761/640524/227613",6
"Organismal Systems","Digestive system","mmu04976","Bile secretion","4/31","101/10637",0.0396039603960396,13.5892686042798,6.87254362821737,0.000197856232566263,0.00801042637639899,0.00524907688659118,"11928/11933/15357/16835",4
"Organismal Systems","Endocrine system","mmu04925","Aldosterone synthesis and secretion","4/31","104/10637",0.0384615384615385,13.197270471464,6.75767780851564,0.000221468648862396,0.00801042637639899,0.00524907688659118,"11928/11933/16835/18227",4
"Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis","4/31","109/10637",0.036697247706422,12.5918910920391,6.57640881652817,0.000265245906503278,0.00801042637639899,0.00524907688659118,"15481/15979/16835/18035",4
"Cellular Processes","Cell motility","mmu04820","Cytoskeleton in muscle cells","5/31","233/10637",0.0214592274678112,7.36328395403572,5.30949592909275,0.000515362229751771,0.0129699494487529,0.00849895606959061,"11928/11933/12842/20971/640524",5
"Organismal Systems","Excretory system","mmu04964","Proximal tubule bicarbonate reclamation","2/31","22/10637",0.0909090909090909,31.1935483870968,7.66407411514591,0.0018311198706426,0.0314110526596613,0.0205830529801893,"11928/11933",2
"Organismal Systems","Digestive system","mmu04970","Salivary secretion","3/31","87/10637",0.0344827586206897,11.8320355951057,5.48450800656661,0.00201324163263812,0.0314110526596613,0.0205830529801893,"11928/11933/20496",3
"Organismal Systems","Immune system","mmu04658","Th1 and Th2 cell differentiation","3/31","88/10637",0.0340909090909091,11.6975806451613,5.44772854435972,0.00208020216289147,0.0314110526596613,0.0205830529801893,"15979/18035/18761",3
"Human Diseases","Cancer: overview","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","3/31","88/10637",0.0340909090909091,11.6975806451613,5.44772854435972,0.00208020216289147,0.0314110526596613,0.0205830529801893,"15979/18035/18761",3
"Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer","4/31","204/10637",0.0196078431372549,6.72802024035421,4.46590236126278,0.00275441050650605,0.0369767743773381,0.0242301623664676,"12575/12842/19046/20971",4
"Organismal Systems","Immune system","mmu04659","Th17 cell differentiation","3/31","105/10637",0.0285714285714286,9.8036866359447,4.90115006149053,0.00343679673046365,0.0369767743773381,0.0242301623664676,"15979/18035/18761",3
"Human Diseases","Cancer: specific types","mmu05215","Prostate cancer","3/31","107/10637",0.0280373831775701,9.62044015676816,4.8450843741895,0.00362465609807242,0.0369767743773381,0.0242301623664676,"12575/18035/21802",3
"Organismal Systems","Digestive system","mmu04974","Protein digestion and absorption","3/31","108/10637",0.0277777777777778,9.53136200716846,4.81760163224326,0.00372090250945243,0.0369767743773381,0.0242301623664676,"11928/11933/12842",3
"Environmental Information Processing","Signal transduction","mmu04024","cAMP signaling pathway","4/31","224/10637",0.0178571428571429,6.12730414746544,4.19294682801553,0.00385512502402752,0.0369767743773381,0.0242301623664676,"11928/11933/18035/19046",4
"Human Diseases","Endocrine and metabolic disease","mmu04931","Insulin resistance","3/31","110/10637",0.0272727272727273,9.35806451612903,4.7636950277046,0.00391806880819476,0.0369767743773381,0.0242301623664676,"18035/19046/18761",3
"Organismal Systems","Digestive system","mmu04972","Pancreatic secretion","3/31","115/10637",0.0260869565217391,8.95119214586255,4.63474900519565,0.00443860844503587,0.0381485744010098,0.02499802017215,"11928/11933/20496",3
"Organismal Systems","Endocrine system","mmu04928","Parathyroid hormone synthesis, secretion and action","3/31","116/10637",0.0258620689655172,8.87402669632926,4.60990066327988,0.00454751218025282,0.0381485744010098,0.02499802017215,"12575/18227/20393",3
