"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID"
"GO:0021594","rhombomere formation",1,1,1,9610.66666666667,98.028907301197,0.000104051054384047,0.00503346975582826,"Egr2"
"GO:0021595","rhombomere structural organization",1,1,1,9610.66666666667,98.028907301197,0.000104051054384047,0.00503346975582826,"Egr2"
"GO:0021659","rhombomere 3 structural organization",1,1,1,9610.66666666667,98.028907301197,0.000104051054384047,0.00503346975582826,"Egr2"
"GO:0021660","rhombomere 3 formation",1,1,1,9610.66666666667,98.028907301197,0.000104051054384047,0.00503346975582826,"Egr2"
"GO:0021664","rhombomere 5 morphogenesis",1,1,1,9610.66666666667,98.028907301197,0.000104051054384047,0.00503346975582826,"Egr2"
"GO:0021665","rhombomere 5 structural organization",1,1,1,9610.66666666667,98.028907301197,0.000104051054384047,0.00503346975582826,"Egr2"
"GO:0021666","rhombomere 5 formation",1,1,1,9610.66666666667,98.028907301197,0.000104051054384047,0.00503346975582826,"Egr2"
"GO:0071306","cellular response to vitamin E",1,1,1,9610.66666666667,98.028907301197,0.000104051054384047,0.00503346975582826,"Col1a1"
"GO:0032868","response to insulin",356,2,0.00561797752808989,53.9925093632959,10.2630320090251,0.000452371671664423,0.0102981080549489,"Col1a1,Egr2"
"GO:0021612","facial nerve structural organization",10,1,0.1,961.066666666667,30.9752646578118,0.00104018576396081,0.0167729954438681,"Egr2"
"GO:0033197","response to vitamin E",11,1,0.0909090909090909,873.69696969697,29.531192131319,0.0011441646496283,0.0170304507463904,"Col1a1"
"GO:0021561","facial nerve development",12,1,0.0833333333333333,800.888888888889,28.2715090354798,0.00124813631980114,0.0172510269915372,"Egr2"
"GO:0021610","facial nerve morphogenesis",12,1,0.0833333333333333,800.888888888889,28.2715090354798,0.00124813631980114,0.0172510269915372,"Egr2"
"GO:0021604","cranial nerve structural organization",13,1,0.0769230769230769,739.282051282051,27.1600286795807,0.00135210077472947,0.0180435517179415,"Egr2"
"GO:0043589","skin morphogenesis",14,1,0.0714285714285714,686.47619047619,26.1697856310747,0.00145605801466409,0.0181772403766129,"Col1a1"
"GO:0060346","bone trabecula formation",14,1,0.0714285714285714,686.47619047619,26.1697856310747,0.00145605801466409,0.0181772403766129,"Col1a1"
"GO:1903238","positive regulation of leukocyte tethering or rolling",15,1,0.0666666666666667,640.711111111111,25.2802189858487,0.00156000803985545,0.0188663472320019,"Chst2"
"GO:0006044","N-acetylglucosamine metabolic process",18,1,0.0555555555555556,533.925925925926,23.0715629620611,0.00187181482947063,0.0212391619805569,"Chst2"
"GO:0061430","bone trabecula morphogenesis",18,1,0.0555555555555556,533.925925925926,23.0715629620611,0.00187181482947063,0.0212391619805569,"Col1a1"
"GO:0021783","preganglionic parasympathetic fiber development",19,1,0.0526315789473684,505.824561403509,22.4542590565102,0.00197573599819134,0.0212391619805569,"Egr2"
"GO:0055093","response to hyperoxia",19,1,0.0526315789473684,505.824561403509,22.4542590565102,0.00197573599819134,0.0212391619805569,"Col1a1"
"GO:0048486","parasympathetic nervous system development",22,1,0.0454545454545455,436.848484848485,20.8617599204099,0.00228745622440374,0.0229164463919461,"Egr2"
"GO:0048532","anatomical structure arrangement",22,1,0.0454545454545455,436.848484848485,20.8617599204099,0.00228745622440374,0.0229164463919461,"Egr2"
"GO:1903236","regulation of leukocyte tethering or rolling",24,1,0.0416666666666667,400.444444444444,19.9701415543673,0.00249523364442461,0.0230338617889097,"Chst2"
"GO:0036296","response to increased oxygen levels",26,1,0.0384615384615385,369.641025641026,19.1833545184468,0.00270298221548626,0.0237739572134814,"Col1a1"
"GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell",27,1,0.037037037037037,355.950617283951,18.8231182005042,0.00280684568328282,0.0241388728762323,"Chst2"
"GO:0031643","positive regulation of myelination",29,1,0.0344827586206897,331.402298850575,18.1592910104843,0.00301455098466041,0.0246289392010825,"Egr2"
"GO:1901071","glucosamine-containing compound metabolic process",29,1,0.0344827586206897,331.402298850575,18.1592910104843,0.00301455098466041,0.0246289392010825,"Chst2"
"GO:0060343","trabecula formation",30,1,0.0333333333333333,320.355555555556,17.8525176568482,0.00311839281874171,0.0246289392010825,"Col1a1"
"GO:0071295","cellular response to vitamin",30,1,0.0333333333333333,320.355555555556,17.8525176568482,0.00311839281874171,0.0246289392010825,"Col1a1"
"GO:0021602","cranial nerve morphogenesis",31,1,0.032258064516129,310.021505376344,17.560685235335,0.00322222744208556,0.0249400404017422,"Egr2"
"GO:0008045","motor neuron axon guidance",34,1,0.0294117647058824,282.666666666667,16.7636830246773,0.00353368805019361,0.0268107348650851,"Egr2"
"GO:0034505","tooth mineralization",36,1,0.0277777777777778,266.962962962963,16.2885348675501,0.00374129240650034,0.0268107348650851,"Col1a1"
"GO:0001958","endochondral ossification",38,1,0.0263157894736842,252.912280701754,15.8513344499443,0.00394886792586524,0.0268107348650851,"Col1a1"
"GO:0036075","replacement ossification",38,1,0.0263157894736842,252.912280701754,15.8513344499443,0.00394886792586524,0.0268107348650851,"Col1a1"
"GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell",38,1,0.0263157894736842,252.912280701754,15.8513344499443,0.00394886792586524,0.0268107348650851,"Chst2"
"GO:0050901","leukocyte tethering or rolling",40,1,0.025,240.266666666667,15.4472782480158,0.00415641461029026,0.0272610316587914,"Chst2"
"GO:0060351","cartilage development involved in endochondral bone morphogenesis",41,1,0.024390243902439,234.406504065041,15.2564046387724,0.0042601771400268,0.0272610316587914,"Col1a1"
"GO:0060325","face morphogenesis",42,1,0.0238095238095238,228.825396825397,15.0723732191331,0.00436393246177924,0.0272610316587914,"Col1a1"
"GO:0016925","protein sumoylation",48,1,0.0208333333333333,200.222222222222,14.0915419268852,0.00498631303865738,0.029129969983368,"Egr2"
"GO:0071364","cellular response to epidermal growth factor stimulus",48,1,0.0208333333333333,200.222222222222,14.0915419268852,0.00498631303865738,0.029129969983368,"Col1a1"
"GO:0002691","regulation of cellular extravasation",49,1,0.0204081632653061,196.136054421769,13.945793236837,0.00509001791153396,0.029129969983368,"Chst2"
"GO:0060323","head morphogenesis",49,1,0.0204081632653061,196.136054421769,13.945793236837,0.00509001791153396,0.029129969983368,"Col1a1"
"GO:0006040","amino sugar metabolic process",50,1,0.02,192.213333333333,13.8044269053933,0.00519371557842996,0.029129969983368,"Chst2"
"GO:0048483","autonomic nervous system development",50,1,0.02,192.213333333333,13.8044269053933,0.00519371557842996,0.029129969983368,"Egr2"
"GO:0031670","cellular response to nutrient",53,1,0.0188679245283019,181.333333333333,13.4045360468827,0.00550476534573652,0.0291393922654152,"Col1a1"
"GO:0070849","response to epidermal growth factor",53,1,0.0188679245283019,181.333333333333,13.4045360468827,0.00550476534573652,0.0291393922654152,"Col1a1"
"GO:0014037","Schwann cell differentiation",55,1,0.0181818181818182,174.739393939394,13.1562640073124,0.00571209583196008,0.0291393922654152,"Egr2"
"GO:0061383","trabecula morphogenesis",55,1,0.0181818181818182,174.739393939394,13.1562640073124,0.00571209583196008,0.0291393922654152,"Col1a1"
"GO:0010718","positive regulation of epithelial to mesenchymal transition",56,1,0.0178571428571429,171.619047619048,13.0371302925031,0.00581575026822878,0.0291393922654152,"Col1a1"
"GO:0031646","positive regulation of nervous system process",56,1,0.0178571428571429,171.619047619048,13.0371302925031,0.00581575026822878,0.0291393922654152,"Egr2"
"GO:0061756","leukocyte adhesion to vascular endothelial cell",56,1,0.0178571428571429,171.619047619048,13.0371302925031,0.00581575026822878,0.0291393922654152,"Chst2"
"GO:0045687","positive regulation of glial cell differentiation",58,1,0.0172413793103448,165.701149425287,12.8081439085157,0.00602303752833178,0.0291393922654152,"Egr2"
"GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway",59,1,0.0169491525423729,162.892655367232,12.6980277177773,0.00612667035266667,0.0291393922654152,"Col1a1"
