"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID"
"GO:0050767","regulation of neurogenesis",473,5,0.0105708245243129,20.3185341789993,9.66518973573395,3.05047911009655e-06,0.00229010769615167,"Arrb2,Clcn2,Ldlr,Per2,Sgk1"
"GO:0045685","regulation of glial cell differentiation",99,3,0.0303030303030303,58.2464646464647,13.0174788710446,1.73397683392882e-05,0.00319051737442903,"Clcn2,Dusp15,Ldlr"
"GO:0042063","gliogenesis",412,4,0.00970873786407767,18.6614886731392,8.2378708252139,4.95103293516799e-05,0.00533171099921448,"Arrb2,Clcn2,Dusp15,Ldlr"
"GO:0014013","regulation of gliogenesis",144,3,0.0208333333333333,40.0444444444444,10.7162159545844,5.31239320573906e-05,0.00533171099921448,"Arrb2,Clcn2,Ldlr"
"GO:0006909","phagocytosis",236,3,0.0127118644067797,24.4338983050847,8.24705702455242,0.000229091087201489,0.0148774447217908,"Clcn2,Ldlr,Ncf2"
"GO:0007616","long-term memory",46,2,0.0434782608695652,83.5710144927536,12.7869502401109,0.000258036622297593,0.0158262461675857,"Ldlr,Sgk1"
"GO:0046434","organophosphate catabolic process",264,3,0.0113636363636364,21.8424242424242,7.76178083723968,0.000318324762804775,0.0175715269068236,"Etnppl,Ldlr,Ncf2"
"GO:0009395","phospholipid catabolic process",57,2,0.0350877192982456,67.4432748538012,11.4559706103851,0.000396586927494699,0.0196979843033791,"Etnppl,Ldlr"
"GO:0048713","regulation of oligodendrocyte differentiation",59,2,0.0338983050847458,65.1570621468927,11.2545724437125,0.000424907639059167,0.0196979843033791,"Clcn2,Dusp15"
"GO:0010001","glial cell differentiation",303,3,0.0099009900990099,19.0310231023102,7.19862431317855,0.000476132003675816,0.0196979843033791,"Clcn2,Dusp15,Ldlr"
"GO:0043124","negative regulation of canonical NF-kappaB signal transduction",65,2,0.0307692307692308,59.1425641025641,10.706676267658,0.000515614316032308,0.0196979843033791,"Arrb2,Otud7b"
"GO:1905372","ceramide phosphoethanolamine catabolic process",1,1,1,1922.13333333333,43.8307350307217,0.000520255271920234,0.0196979843033791,"Etnppl"
"GO:2000475","negative regulation of opioid receptor signaling pathway",1,1,1,1922.13333333333,43.8307350307217,0.000520255271920234,0.0196979843033791,"Arrb2"
"GO:0050769","positive regulation of neurogenesis",319,3,0.00940438871473354,18.0764890282132,6.9971883959199,0.000553113689678219,0.0196979843033791,"Arrb2,Clcn2,Sgk1"
"GO:0071384","cellular response to corticosteroid stimulus",82,2,0.024390243902439,46.8813008130081,9.49237361290558,0.000819054127654019,0.0243759024212192,"Etnppl,Sgk1"
"GO:0031397","negative regulation of protein ubiquitination",83,2,0.0240963855421687,46.3164658634538,9.43267360259702,0.000839025626817328,0.0243759024212192,"Arrb2,Per2"
"GO:0051962","positive regulation of nervous system development",384,3,0.0078125,15.0166666666667,6.30863770492987,0.000946884119349036,0.0263521338076072,"Arrb2,Clcn2,Sgk1"
"GO:0014015","positive regulation of gliogenesis",94,2,0.0212765957446809,40.8964539007092,8.83936468851155,0.00107413588889703,0.0263521338076072,"Arrb2,Clcn2"
"GO:1903321","negative regulation of protein modification by small protein conjugation or removal",94,2,0.0212765957446809,40.8964539007092,8.83936468851155,0.00107413588889703,0.0263521338076072,"Arrb2,Per2"
"GO:1901874","negative regulation of post-translational protein modification",99,2,0.0202020202020202,38.8309764309764,8.60252138542559,0.0011903030635748,0.0275709610590129,"Arrb2,Per2"
"GO:0031400","negative regulation of protein modification process",418,3,0.00717703349282297,13.7952153110048,6.01202323705725,0.00120916899706515,0.0275709610590129,"Arrb2,Mapk8ip1,Per2"
"GO:0015914","phospholipid transport",101,2,0.0198019801980198,38.0620462046205,8.51267020240945,0.00123838820879265,0.0275709610590129,"Etnppl,Ldlr"
"GO:0006970","response to osmotic stress",114,2,0.0175438596491228,33.7216374269006,7.98659124107518,0.00157334288651976,0.0275709610590129,"Clcn2,Tsc22d3"
"GO:0019218","regulation of steroid metabolic process",127,2,0.015748031496063,30.2698162729659,7.5421328952531,0.0019467907446167,0.0318857550426965,"Clcn2,Ldlr"
"GO:0048709","oligodendrocyte differentiation",136,2,0.0147058823529412,28.2666666666667,7.2717999141175,0.00222763650233006,0.0326025150434791,"Clcn2,Dusp15"
"GO:0015748","organophosphate ester transport",164,2,0.0121951219512195,23.4406504065041,6.5752120833768,0.00321627733049061,0.0361422717345542,"Etnppl,Ldlr"
"GO:1902904","negative regulation of supramolecular fiber organization",176,2,0.0113636363636364,21.8424242424242,6.32772913682628,0.00369240239861439,0.0368014552692288,"Ldlr,Sgk1"
"GO:0007613","memory",177,2,0.0112994350282486,21.7190207156309,6.30821883425932,0.00373348096934205,0.0368014552692288,"Ldlr,Sgk1"
"GO:0031960","response to corticosteroid",183,2,0.0109289617486339,21.0069216757741,6.19444187907852,0.0039844530980996,0.0379098537516146,"Etnppl,Sgk1"
"GO:0055088","lipid homeostasis",192,2,0.0104166666666667,20.0222222222222,6.03359920392598,0.00437530465380931,0.038907029538025,"Etnppl,Ldlr"
"GO:0035740","CD8-positive, alpha-beta T cell proliferation",10,1,0.1,192.213333333333,13.7977164209078,0.00519119803181933,0.0417092338648625,"Mapk8ip1"
"GO:0150172","regulation of phosphatidylcholine metabolic process",10,1,0.1,192.213333333333,13.7977164209078,0.00519119803181933,0.0417092338648625,"Ldlr"
"GO:1904350","regulation of protein catabolic process in the vacuole",10,1,0.1,192.213333333333,13.7977164209078,0.00519119803181933,0.0417092338648625,"Ldlr"
"GO:2000727","positive regulation of cardiac muscle cell differentiation",10,1,0.1,192.213333333333,13.7977164209078,0.00519119803181933,0.0417092338648625,"Arrb2"
"GO:0098739","import across plasma membrane",212,2,0.00943396226415094,18.1333333333333,5.71249824104873,0.00530501792987146,0.0420758229364386,"Per2,Slc9a9"
