"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010001","glial cell differentiation","15/150","305/25730",0.0491803278688525,8.43606557377049,10.003902784033,3.51120909073234e-10,9.03785219954504e-07,6.98545808577276e-07,"S100b/Metrn/Mdk/Reln/Gap43/Kcnj10/Serpine2/Myoc/Ntrk2/Cntn2/Ptn/Trem2/Myrf/Mag/Ptprz1",15
"GO:0042063","gliogenesis","16/150","415/25730",0.0385542168674699,6.61333333333333,8.82800819978489,3.00801249561829e-09,3.87131208186074e-06,2.99218085090451e-06,"S100b/Metrn/Mdk/Reln/Gap43/Kcnj10/Serpine2/Myoc/Ntrk2/Cntn2/Cx3cr1/Ptn/Trem2/Myrf/Mag/Ptprz1",16
"GO:0009612","response to mechanical stimulus","12/150","268/25730",0.0447761194029851,7.68059701492537,8.41866500041774,6.15393764108161e-08,5.28007849604802e-05,4.08103233040149e-05,"Aqp1/Txnip/Mdk/Slc2a1/Gap43/Cav1/Cnn2/Serpine2/Igfbp2/Ptn/Mag/Grin2b",12
"GO:0045685","regulation of glial cell differentiation","8/150","99/25730",0.0808080808080808,13.8612794612795,9.81806289748732,1.20940816055559e-07,7.78254151317522e-05,6.01521427223701e-05,"Mdk/Serpine2/Cntn2/Ptn/Trem2/Myrf/Mag/Ptprz1",8
"GO:0050767","regulation of neurogenesis","15/150","483/25730",0.031055900621118,5.32712215320911,7.35147769108496,1.63377484009548e-07,8.41067287681153e-05,6.50070410059043e-05,"Metrn/Mdk/Reln/Sema7a/Serpine2/Ntrk2/Cx3cr1/Nefl/Ptn/Trem2/Cit/Myrf/Mag/Ptprz1/Draxin",15
"GO:0042552","myelination","10/150","200/25730",0.05,8.57666666666667,8.23710466465297,2.92656808088701e-07,0.00011304594297717,8.73744866588355e-05,"S100b/Kcnj10/Cldn5/Myoc/Ntrk2/Cntn2/Ptn/Myrf/Mag/Ptprz1",10
"GO:0007272","ensheathment of neurons","10/150","204/25730",0.0490196078431373,8.40849673202614,8.13505714213214,3.51347142120185e-07,0.00011304594297717,8.73744866588355e-05,"S100b/Kcnj10/Cldn5/Myoc/Ntrk2/Cntn2/Ptn/Myrf/Mag/Ptprz1",10
"GO:0008366","axon ensheathment","10/150","204/25730",0.0490196078431373,8.40849673202614,8.13505714213214,3.51347142120185e-07,0.00011304594297717,8.73744866588355e-05,"S100b/Kcnj10/Cldn5/Myoc/Ntrk2/Cntn2/Ptn/Myrf/Mag/Ptprz1",10
"GO:0050769","positive regulation of neurogenesis","12/150","324/25730",0.037037037037037,6.35308641975309,7.42532429426622,4.74449788873807e-07,0.000135692639617909,0.000104878374382631,"Metrn/Mdk/Reln/Sema7a/Serpine2/Ntrk2/Cx3cr1/Nefl/Ptn/Myrf/Mag/Ptprz1",12
"GO:0051962","positive regulation of nervous system development","13/150","392/25730",0.0331632653061225,5.68860544217687,7.16320479677122,5.44450562363786e-07,0.000138806514408859,0.000107285123392934,"Metrn/Mdk/Reln/Sema7a/Serpine2/Ntrk2/Lrrtm1/Cx3cr1/Nefl/Ptn/Myrf/Mag/Ptprz1",13
"GO:0051402","neuron apoptotic process","13/150","395/25730",0.0329113924050633,5.64540084388186,7.12472491499461,5.93190232516489e-07,0.000138806514408859,0.000107285123392934,"Crlf1/Mdk/Cpe/Ntrk2/Cx3cr1/Nefl/Trem2/Cit/Faim2/Mag/Ptprz1/Draxin/Tmtc4",13
"GO:0043524","negative regulation of neuron apoptotic process","10/150","225/25730",0.0444444444444444,7.6237037037037,7.64163526699839,8.61630458529698e-07,0.00018481973335462,0.000142849260229924,"Crlf1/Mdk/Cpe/Ntrk2/Cx3cr1/Nefl/Faim2/Mag/Ptprz1/Draxin",10
