"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Neurodegenerative disease","mmu05020","Prion disease","12/71","273/10644",0.043956043956044,6.5896919981427,7.66692074527016,2.11791767952676e-07,1.92798955833919e-05,1.66995787308778e-05,"22142/17709/17716/17705/17711/17991/12390/17708/17706/17710/73710/19122",12
"Human Diseases","Neurodegenerative disease","mmu05012","Parkinson disease","12/71","274/10644",0.0437956204379562,6.56564202734656,7.64827090366153,2.20341663810193e-07,1.92798955833919e-05,1.66995787308778e-05,"22142/17709/17716/17705/17711/17991/12048/17708/17706/17710/73710/12315",12
"Human Diseases","Neurodegenerative disease","mmu05016","Huntington disease","12/71","308/10644",0.038961038961039,5.84086336199012,7.06454216688211,7.71962196668407e-07,4.50311281389904e-05,3.90044057264037e-05,"22142/17709/17716/17705/11773/17711/17991/17708/17706/53623/17710/73710",12
"Human Diseases","Neurodegenerative disease","mmu05010","Alzheimer disease","13/71","389/10644",0.0334190231362468,5.01002932763677,6.60262461318643,1.43773301566368e-06,6.29008194352862e-05,5.44825142777817e-05,"22142/17709/17716/17705/17711/17991/226548/17708/17706/17710/20168/73710/12315",13
"Human Diseases","Neurodegenerative disease","mmu05022","Pathways of neurodegeneration - multiple diseases","14/71","481/10644",0.0291060291060291,4.36344470147287,6.18597209486372,2.75450815389253e-06,9.64077853862387e-05,8.35050892969526e-05,"22142/17709/17716/17705/17711/17991/12048/17708/17706/53623/17710/73710/19122/12315",14
"Metabolism","Energy metabolism","mmu00190","Oxidative phosphorylation","8/71","141/10644",0.0567375886524823,8.50584357207072,7.3521519130779,4.09185318897913e-06,0.000119345718011891,0.000103373133195262,"17709/17716/17705/17711/17991/17708/17706/17710",8
"Human Diseases","Neurodegenerative disease","mmu05014","Amyotrophic lateral sclerosis","11/71","376/10644",0.0292553191489362,4.38582559184897,5.47744045530801,3.51807405795919e-05,0.000879518514489798,0.00076180851781372,"22142/17709/17716/17705/17711/17991/12048/17708/17706/17710/73710",11
"Human Diseases","Infectious disease: bacterial","mmu05132","Salmonella infection","9/71","253/10644",0.0355731225296443,5.33296220007794,5.71582044916705,4.32299280630078e-05,0.000945654676378295,0.000819093373825411,"22142/68652/19349/67068/73710/67771/19344/11848/235406",9
"Human Diseases","Cardiovascular disease","mmu05415","Diabetic cardiomyopathy","8/71","217/10644",0.0368663594470046,5.52683845005517,5.52086675333852,9.25497242797601e-05,0.00179957797210645,0.00155873219839596,"17709/17716/17705/17711/17991/17708/17706/17710",8
"Human Diseases","Cancer: overview","mmu05208","Chemical carcinogenesis - reactive oxygen species","8/71","229/10644",0.0349344978165939,5.23722246140599,5.3116745684754,0.000134528723952666,0.00235425266917166,0.0020391722367562,"17709/17716/17705/17711/17991/17708/17706/17710",8
"Organismal Systems","Environmental adaptation","mmu04714","Thermogenesis","8/71","238/10644",0.0336134453781513,5.03917623387383,5.16418104669687,0.000175437063933232,0.00279104419893778,0.00241750595276416,"17709/17716/17705/17711/17991/17708/17706/17710",8
"Human Diseases","Infectious disease: bacterial","mmu05100","Bacterial invasion of epithelial cells","4/71","77/10644",0.051948051948052,7.78781781598683,4.89848492224757,0.00170459743978384,0.0248587126635144,0.0215317571341117,"14388/12390/67771/11848",4
"Cellular Processes","Transport and catabolism","mmu04144","Endocytosis","7/71","270/10644",0.0259259259259259,3.8866979655712,3.93706147154166,0.00208122512915874,0.0280164921232907,0.0242669164857375,"11773/12390/19349/67771/54673/19344/11848",7
"Organismal Systems","Circulatory system","mmu04260","Cardiac muscle contraction","4/71","89/10644",0.0449438202247191,6.7377749643931,4.45421816841033,0.00289664185169292,0.0362080231461615,0.0313621373416376,"17709/17711/17708/17710",4
"Cellular Processes","Transport and catabolism","mmu04137","Mitophagy - animal","4/71","100/10644",0.04,5.99661971830986,4.11372909393178,0.00440382343320325,0.0487198978177697,0.0421994904406547,"19349/12048/93739/19344",4
"Human Diseases","Endocrine and metabolic disease","mmu04932","Non-alcoholic fatty liver disease","5/71","162/10644",0.0308641975308642,4.62702138758477,3.81195386124727,0.00445439065762466,0.0487198978177697,0.0421994904406547,"17709/17711/17991/17708/17710",5
"Environmental Information Processing","Signal transduction","mmu04014","Ras signaling pathway","6/71","237/10644",0.0253164556962025,3.79532893563915,3.56620582595541,0.0049018134337086,0.0492353174815297,0.0426459291268588,"226525/14388/12048/19344/11848/12315",6
"Cellular Processes","Transport and catabolism","mmu04140","Autophagy - animal","5/71","167/10644",0.029940119760479,4.48848781310618,3.72339458727527,0.00506420408381448,0.0492353174815297,0.0426459291268588,"74747/19349/12048/93739/54673",5
