"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Genetic Information Processing","Folding, sorting and degradation","mmu04141","Protein processing in endoplasmic reticulum","26/366","177/10644",0.146892655367232,4.2719273872372,8.28318660167533,3.21103933922223e-10,9.6652284110589e-08,8.31490186788071e-08,"64209/22433/22027/71853/18453/67075/56812/13135/12334/18415/67819/20224/74126/15516/12317/105245/320011/12304/103963/66890/107513/67437/70361/218811/67397/68292",26
"Cellular Processes","Transport and catabolism","mmu04142","Lysosome","18/366","136/10644",0.132352941176471,3.84908389585342,6.31005183947218,8.88931664693273e-07,0.000133784215536338,0.000115093257639234,"19156/54411/432486/16783/53599/18145/12751/12512/11305/13030/19025/11886/67963/13033/11767/14387/75612/14667",18
"Cellular Processes","Cellular community - eukaryotes","mmu04510","Focal adhesion","19/366","202/10644",0.0940594059405941,2.73543255964941,4.69904764708673,6.70062964088361e-05,0.00672296507301989,0.00578370137423638,"81877/18708/16403/12827/16410/14083/12843/12334/20750/19878/16777/18750/22325/12826/192897/16412/11465/57342/22330",19
"Environmental Information Processing","Signaling molecules and interaction","mmu04512","ECM-receptor interaction","11/366","89/10644",0.123595505617978,3.59440044207036,4.63789766014192,0.000225306317178515,0.0140225953122142,0.0120635021745225,"81877/13138/16403/12827/16410/12843/20750/16777/12826/192897/16412",11
"Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer","18/366","204/10644",0.0882352941176471,2.56605593056895,4.26177355301901,0.00023293347694708,0.0140225953122142,0.0120635021745225,"21859/18708/16801/16410/13207/14083/12843/12512/19878/18750/22325/16440/16412/12325/11465/69632/21844/26396",18
"Human Diseases","Cancer: specific types","mmu05222","Small cell lung cancer","11/366","94/10644",0.117021276595745,3.40320892919428,4.41618738712133,0.000365470629174972,0.0168043078968927,0.0144565824187292,"18708/12048/16403/12827/16410/14083/16777/12826/16412/16150/20181",11
"Cellular Processes","Cell motility","mmu04810","Regulation of actin cytoskeleton","19/366","235/10644",0.0808510638297872,2.35130798744332,3.95277448747456,0.000478625920708982,0.0168043078968927,0.0144565824187292,"227753/18708/544963/16403/16801/16410/14083/19878/22325/192897/16412/12632/11465/20430/69632/21844/26396/22330/231637",19
"Cellular Processes","Transport and catabolism","mmu04148","Efferocytosis","15/366","163/10644",0.0920245398773006,2.67625465151363,4.06959044377281,0.000489584655466584,0.0168043078968927,0.0144565824187292,"17289/50770/19261/16410/16971/14083/16452/11938/12317/11980/70676/12325/218035/26396/20181",15
"Organismal Systems","Development and regeneration","mmu04360","Axon guidance","16/366","181/10644",0.0883977900552486,2.57078163209854,4.02202954108914,0.000502454388943636,0.0168043078968927,0.0144565824187292,"18708/218877/18844/18846/14083/19878/18750/20563/16412/12632/12325/13836/140571/69632/12162/231637",16
"Human Diseases","Cardiovascular disease","mmu05412","Arrhythmogenic right ventricular cardiomyopathy","10/366","86/10644",0.116279069767442,3.38162409454823,4.18456076990945,0.000706107238489374,0.0212538278785302,0.018284461122988,"20648/13138/16403/16410/11938/192897/16412/11465/12297/20649",10
"Human Diseases","Cardiovascular disease","mmu05414","Dilated cardiomyopathy","11/366","103/10644",0.106796116504854,3.10584115868216,4.05248655360082,0.000801803506535131,0.0219402595879158,0.0188749916370949,"20648/13138/16403/16410/11938/192897/16412/11465/12297/11514/20649",11
"Environmental Information Processing","Signal transduction","mmu04151","PI3K-Akt signaling pathway","25/366","368/10644",0.0679347826086956,1.97567712045617,3.59448147387386,0.000908787270681971,0.0227954140396061,0.0196106726831373,"81877/18708/12048/22027/16403/12827/16410/14702/14083/12843/16452/20750/16777/18750/15516/208647/12826/192897/74747/16412/13836/16150/22084/26396/20181",25
"Human Diseases","Infectious disease: bacterial","mmu05132","Salmonella infection","19/366","253/10644",0.075098814229249,2.18402125315882,3.59674255491976,0.00116948582390104,0.0270780948457087,0.0232950212696077,"107607/13424/22027/170625/19878/15516/13427/11465/218035/69654/16150/20430/68724/26396/16573/53413/22154/67665/19158",19
"Cellular Processes","Transport and catabolism","mmu04140","Autophagy - animal","14/366","167/10644",0.0838323353293413,2.43800922744675,3.53443259415029,0.00184560669423922,0.0396805439261432,0.0341367854723946,"18708/12048/72145/12211/16783/19338/19324/13030/74747/218035/13033/22084/26396/53331",14
"Human Diseases","Cardiovascular disease","mmu05410","Hypertrophic cardiomyopathy","10/366","100/10644",0.1,2.90819672131148,3.61775134600614,0.00225862492619225,0.0453230735189245,0.0389909987258452,"20648/13138/16403/16410/11938/192897/16412/11465/12297/20649",10
"Human Diseases","Infectious disease: bacterial","mmu05135","Yersinia infection","12/366","136/10644",0.0882352941176471,2.56605593056895,3.46844616256653,0.0025053800319104,0.0471324618503145,0.0405475978848657,"18708/16801/14083/54353/19878/22325/16412/11465/16150/26431/69632/26396",12
"Cellular Processes","Cell motility","mmu04820","Cytoskeleton in muscle cells","17/366","233/10644",0.0729613733905579,2.12186026876803,3.26729818804781,0.00283123315863686,0.0487599150596104,0.0419476800302996,"20648/13138/22352/16403/53867/12827/16410/54418/12843/71355/12826/192897/16412/11465/20649/22330/98386",17
"Metabolism","Lipid metabolism","mmu00600","Sphingolipid metabolism","7/366","56/10644",0.125,3.63524590163934,3.7310104107902,0.00291587531917936,0.0487599150596104,0.0419476800302996,"19156/223753/13244/11886/67260/14667/76893",7
