"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050770","regulation of axonogenesis","5/36","176/25730",0.0284090909090909,20.3046085858586,9.61910649864055,4.49092603005792e-06,0.00149839812914382,0.00104428556715922,"Dbn1/Sema3g/Vim/Slit2/Lrp1",5
"GO:0030198","extracellular matrix organization","6/36","323/25730",0.0185758513931889,13.2765737874097,8.31091020111384,5.29817247735671e-06,0.00149839812914382,0.00104428556715922,"Col5a1/Col5a3/Vit/Col1a2/Tnxb/Lrp1",6
"GO:0045229","external encapsulating structure organization","6/36","324/25730",0.0185185185185185,13.2355967078189,8.29614542241932,5.39272087903382e-06,0.00149839812914382,0.00104428556715922,"Col5a1/Col5a3/Vit/Col1a2/Tnxb/Lrp1",6
"GO:0043062","extracellular structure organization","6/36","325/25730",0.0184615384615385,13.1948717948718,8.28144579818565,5.48863783569164e-06,0.00149839812914382,0.00104428556715922,"Col5a1/Col5a3/Vit/Col1a2/Tnxb/Lrp1",6
"GO:1990138","neuron projection extension","5/36","207/25730",0.0241545893719807,17.2638217928073,8.79404661626328,9.88195517903921e-06,0.00197494568926375,0.0013764080714649,"Spag9/Dbn1/Sema3g/Slit2/Lrp1",5
"GO:0030516","regulation of axon extension","4/36","103/25730",0.0388349514563107,27.7562028047465,10.1845313885927,1.29260923600234e-05,0.00197494568926375,0.0013764080714649,"Dbn1/Sema3g/Slit2/Lrp1",4
"GO:0031589","cell-substrate adhesion","6/36","383/25730",0.0156657963446475,11.1966927763272,7.52561995962343,1.39677207489936e-05,0.00197494568926375,0.0013764080714649,"Col5a3/Vit/Dbn1/Tnxb/Apod/Lrp1",6
"GO:0031345","negative regulation of cell projection organization","5/36","224/25730",0.0223214285714286,15.953621031746,8.41387480548627,1.44684665880128e-05,0.00197494568926375,0.0013764080714649,"Sema3g/Vim/Slit2/Lrp1/Prnp",5
"GO:0061387","regulation of extent of cell growth","4/36","120/25730",0.0333333333333333,23.8240740740741,9.38049693509878,2.36135785623021e-05,0.00286511419889265,0.00199679734509291,"Dbn1/Sema3g/Slit2/Lrp1",4
"GO:0048675","axon extension","4/36","133/25730",0.0300751879699248,21.4954051796157,8.87022505076238,3.53501944857693e-05,0.00386024123784601,0.00269033585402223,"Dbn1/Sema3g/Slit2/Lrp1",4
"GO:0032963","collagen metabolic process","4/36","138/25730",0.0289855072463768,20.7165861513688,8.69292623518667,4.08380355623866e-05,0.00405410316673875,0.002825444948479,"Col5a1/Col1a2/Vim/Tnxb",4
"GO:0050767","regulation of neurogenesis","6/36","483/25730",0.0124223602484472,8.87853692201518,6.54276156771733,5.12284655616038e-05,0.0040747548687232,0.00283983783505579,"Dbn1/Sema3g/Vim/Slit2/Lrp1/Mapre3",6
"GO:0060560","developmental growth involved in morphogenesis","5/36","292/25730",0.0171232876712329,12.2383942161339,7.22937994930973,5.14006382001204e-05,0.0040747548687232,0.00283983783505579,"Spag9/Dbn1/Sema3g/Slit2/Lrp1",5
"GO:0048588","developmental cell growth","5/36","293/25730",0.0170648464163823,12.1966249525977,7.2149751608908,5.22404470349129e-05,0.0040747548687232,0.00283983783505579,"Spag9/Dbn1/Sema3g/Slit2/Lrp1",5
"GO:0010977","negative regulation of neuron projection development","4/36","165/25730",0.0242424242424242,17.3265993265993,7.87520109390352,8.18400694958479e-05,0.00580445695105199,0.00404532714055387,"Sema3g/Vim/Slit2/Lrp1",4
"GO:0071225","cellular response to muramyl dipeptide","2/36","10/25730",0.2,142.944444444444,16.8046612063701,8.5046988293802e-05,0.00580445695105199,0.00404532714055387,"Vim/Nod1",2
"GO:0030199","collagen fibril organization","3/36","67/25730",0.0447761194029851,32.0024875621891,9.51101957000822,0.000113302030126155,0.00727798922928008,0.00507228283474985,"Col5a1/Col1a2/Tnxb",3
"GO:1900147","regulation of Schwann cell migration","2/36","13/25730",0.153846153846154,109.957264957265,14.7083704882106,0.000147025784769733,0.00878176542104121,0.00612031656006631,"Vim/Lrp1",2
